"gene_id","X01005","X01010","X04006","X04007","X04008","X04010","X04016","X06002","X08001","X08011","X08012","X08018","X08024","X09008","X11005","X12006","X12007","X12012","X12019","X12026","X14016","X15001","X15004","X15005","X16004","X16009","X19005","X20002","X22011","X22013","X24001","X24005","X24008","X24010","X24011","X24017","X24018","X25003","X25006","X26001","X26005","X26008","X27003","X27004","X28001","X28005","X28006","X28007","X28021","X28023","X28024","X28028","X28031","X28032","X28035","X28036","X28037","X28042","X28043","X28044","X28047","X30001","X31007","X31011","X33005","X36002","X37013","X43001","X43004","X48001","X49006","X57001","X63001","X64001","X64002","X65005","X68001","X68003"
"38355_at",9.20819604139923,8.60258286723999,7.63143653067347,9.46067564570692,8.18748620633837,3.06165547571739,2.93596551113337,10.6425591160448,9.99456102088211,9.11136626630399,10.0440924489116,8.56870823354133,8.86768661692352,7.56148680361276,8.97809243045321,9.57623285364068,9.75861910121355,3.35347937070355,8.9858212653419,7.6024851170724,8.71916913707319,9.60584990253241,8.48813946600304,8.54299319155287,3.20442252958181,3.13027187858334,3.334582131969,3.1721396858673,9.8110242273333,8.72063420107025,3.51479585465311,3.41484014106503,3.69228842532399,5.04361957753193,3.21458096596061,8.93097282461601,3.27416280528867,8.91694904941172,7.90380276156,9.03247375915586,9.38916668158313,3.13852716211031,2.80635368103728,3.08782361688119,7.99555827697613,8.6479825863061,8.07578627662415,3.4394416446814,2.68583208636466,8.98210189229203,5.05617717687421,9.41639917260366,8.24913989073771,3.39351789073284,7.02588454779366,9.12790580671984,7.49400681052925,8.85398713877321,8.49455673534604,8.23117335995698,8.87348145682692,3.12583352295312,8.77485787192728,9.61114013702842,2.97045837583224,3.20686186728425,9.48526166344007,9.2529026038416,3.05495519055119,8.99368737365626,3.23368566451548,2.75538109100342,9.13739800853573,8.88598438917716,2.97410594400198,9.13431712152325,7.125406271248,3.22283021932739
"38514_at",8.78301333933303,11.0408642606867,4.4163781323278,7.74681447813407,7.58377474639812,11.4424183950637,8.12786097341734,6.87534837871662,5.03075381134338,7.79240551414358,9.88963573089826,8.98896681130411,3.57065470719924,9.87800280855561,7.90169431289315,3.8788758088237,6.99066882878625,5.6021081070965,8.35976131801937,3.68566831983002,4.87889306439634,5.36710467378471,7.51884263595883,7.29252395641892,7.24203846456877,8.29631804148988,7.8104545246924,10.0028289228611,3.77683752297011,6.1887913704224,9.24754254336996,8.20399385074416,5.27439164905678,6.27820596937281,8.67990681051528,4.03983779162749,8.84763401014667,7.20420056419753,10.7793377727135,7.85972135915134,9.09884256225432,4.9295801700362,9.91837804261848,7.2260233021359,9.92402792478108,7.81130268182069,7.62023532842727,9.6781792049066,11.3865432828924,11.6966935343072,10.5047654627532,5.72181218902737,10.1797113399023,5.58478157533945,10.8377596377011,5.71470600946848,9.93511120929664,9.16901687901685,9.87481098934982,11.1960277840584,11.3435478405724,11.1740285244871,4.7836900656979,9.87140086814343,10.2574813182835,6.22366753482017,4.53383335816754,3.93306596232011,9.19379794916105,7.77777986485634,3.41858346708253,8.355618478485,6.60025504814903,6.45912304429093,10.8961582080965,6.03355870281659,10.844806820281,4.11932647731718
"41214_at",9.89086184586728,9.13539233604727,9.52258192598543,9.81301596597685,9.85613633642014,4.82394167534583,4.68617029258654,10.7403034004822,10.2968138328215,9.82260334793402,9.38776405441908,9.97139409399374,9.55364057420129,9.51710469360292,8.88352827967605,10.0112252925585,9.47256733424607,5.26318931923133,10.3057294030101,8.60236571598338,9.45575221084509,9.68478417701989,9.20300142065659,9.92462018736444,4.71579187796557,5.26138255772679,4.76630907369218,4.94726061383247,9.89542510374043,8.74527829459334,4.71610128093427,4.25308365336736,5.4951916851443,5.10972488620662,5.24952157046772,10.217550803287,4.76640962355306,9.93998487958743,9.09840829247202,9.28111625293785,10.15882395055,4.5690404297876,4.83196023366522,4.40903940101612,9.23466046052854,9.21171676370459,9.21736656685902,4.5581146132136,5.13784221323942,10.2869844160395,7.10841728938943,9.22102391086942,8.41246920390762,4.37129215955661,9.79177182464314,9.38748376499099,9.61485863575706,9.77138782795259,9.80053594738622,9.83588202360172,10.3410885569576,4.97608021070158,9.69485923625801,9.92944861978067,5.12624552029453,5.16251974347955,9.54752422020571,9.84341990821742,4.50189604780297,9.09498564096438,4.86965273710881,4.93301604049722,9.48618598235101,9.83427146023892,4.58366105749475,9.77981527664701,9.7632006220885,4.66917090014989
"36108_at",4.47275897216577,10.0146851146942,7.27821748321422,8.77158929506256,8.82965231673282,8.7690777807703,4.37678527174935,4.41007262289113,9.17131371610575,9.78638465370384,6.13116304758222,7.7234933051435,4.79571619948066,4.70953579203947,4.22533277716922,4.89047344877006,10.7202745008634,10.3572789994597,4.27383580516212,7.22316320434274,5.05297636659994,9.94387565830055,4.56779830793605,7.79726625437238,5.18045563778595,8.47073789440963,4.52524717827547,4.15904283247443,4.80924556084347,8.76175846009738,9.73847679941561,7.51283383729519,10.195284095691,9.71239732967302,5.20420856938573,4.15273942712403,4.61676708851636,4.65907153023359,9.12998872706375,7.04458484737645,4.79887184597871,6.46104959019102,4.30107280544651,8.68644583489269,10.1144266040667,9.13772459863043,9.18625763446958,4.13245110198821,10.3920831211838,4.16441217289034,11.5004447743505,8.81414780602824,7.55803788400764,7.05045499741441,8.39597766634726,8.07506250613227,7.17099766352568,7.71389721349449,9.77782783186239,9.41130010355393,8.42670776974441,9.09768711052634,8.63810472318911,7.9540661615567,4.13496223498349,9.13276293199312,10.1742648137469,8.25989592792277,9.10876420208543,7.54661231877606,10.6369701384953,4.37208738682298,5.84555673657319,10.2497323743355,4.52209167717902,11.3353638910748,9.08223404707227,9.08413921198477
"38585_at",6.90004832746239,8.01357069894557,5.60724689621479,13.0110959432034,8.02232503058668,6.82195654600794,10.6116278024974,10.9194075634007,7.59720273889454,5.43671194177743,4.84249815431895,9.85300834468214,6.11361291593881,6.64696897709814,9.22872208587174,5.04754284137175,11.2388598117781,7.08192561197546,8.35073555690028,12.5618132290543,12.6489961207012,6.39204154241667,9.8155760402782,5.5508802570105,9.71040812266678,10.8069774849344,11.3600860664835,4.9570359630516,7.19694797611954,10.8004324997056,7.88878984884985,11.6465643931248,11.3683259257074,6.9186905562725,11.453425067474,10.1183988808498,7.93085897513118,9.71061830063224,9.96425055586577,7.33142044452461,7.28054072145104,7.33028499624111,9.43576315202049,6.56026274107787,7.32527387166066,6.22437504727455,8.94135460178452,11.7850725427835,6.45686052275552,6.18578273341597,9.56758459974607,8.30491749431508,5.03229589257218,5.93024553396593,8.03653647982319,6.87752497778335,11.1297468411971,5.80584553777253,9.38449451630908,8.16938065247217,5.1526639006391,10.9456314985951,10.6389603537178,8.46108558318324,5.93375439223226,11.0307525971074,11.5470348579257,7.37196358441564,7.97912297881385,8.322315094036,7.20389776073619,5.6907987510607,7.94521692467321,7.03499121750392,6.6971180146976,8.03043141851674,9.76569886021853,5.66244292809297
"37006_at",8.25921355502829,10.2571811973609,4.07238096306996,9.70764981421509,5.02304066302674,8.05504692980368,8.96507090335466,4.53801156908544,7.36259530369712,7.17699296418472,4.16528797170043,5.00928271552101,4.21603962279366,9.3555754321914,9.12025634752889,4.79770409947393,8.96034688224673,9.75031192459287,4.41425502007535,7.0682704189705,9.70964691171235,4.64902639768135,4.238055798229,7.69022699471483,4.56469157790288,4.71815457459361,4.82021131032911,10.4561928660566,9.04131938029861,8.92398472100909,4.98061713781155,4.718660752057,4.67926310010573,8.11092632045034,8.27440998428571,5.85347636431922,5.07735466937533,4.17322841345045,5.48883287327152,4.73038924474257,4.11868566608748,4.20718374862667,9.2709706203321,4.46714985397752,9.74997710162488,5.22675788045382,6.18966031301677,5.64159884536209,9.51897678504401,5.48913803921453,6.48967010438637,5.63064654079793,4.68210320235221,6.36108746319518,5.94730147276869,9.80940357051325,9.63902294150548,5.7823924646143,10.1071551570035,7.43344700312926,6.9912023575457,7.26365306579115,4.64221736865583,6.53418076100934,3.77273445683862,10.2073562089521,8.15543694448292,6.91363676289909,10.1871119497727,4.619096698505,8.31123544182383,4.0304302937527,4.40933707892531,10.2374857496167,4.21323565138019,9.91338773197682,4.96375250743594,5.78527196929185
"36638_at",7.69411804500266,7.09012441103803,10.9183754764864,10.0680651059415,3.29767939844138,4.71951336385288,5.21287235600523,3.17951854776479,9.41718081811494,8.53913142919106,5.32716888017291,5.67447972140094,6.08712074854167,8.47721164864385,8.76977014331923,8.7385387461626,9.03062009212212,8.2822804238416,7.58917282426795,6.18817817058909,8.56114772783359,5.918640938586,10.1248168907234,8.58424452637217,8.45897195754258,3.86824817621891,9.35940086598309,5.55363539705874,6.34640298772977,9.3926295831791,7.65985754309558,10.2068144498794,5.69333198893253,9.22543115580741,9.3951198281539,6.23362682816826,4.71092413106072,6.95086127251239,3.95861900667691,3.60868927511813,4.12421475659414,9.88557448554634,9.43450157620947,9.89006839946674,9.75627642977613,8.35495229928461,7.88667828555397,7.12781528078545,8.48644649367289,4.6461328545032,5.46545424049062,9.1653766860272,4.1142704727997,9.74545325914198,7.51811113086494,10.0901632239735,9.50735323525598,4.05350333489533,10.0337871515087,8.89352814807308,5.29517894657494,7.95620541109112,9.81515461872131,7.93752148956442,3.65507030566866,8.44054486958046,7.43867005930789,8.01420371123895,9.6217279535005,8.38942235505402,9.99427586823059,4.98052819428118,9.80850117580749,8.45690059551462,4.56331014821547,8.94613926983858,4.15900624267041,8.66974157263387
"41470_at",4.55770678280086,4.91603780199087,8.18177043981406,5.65630043794864,3.61538566894136,3.29672458428752,4.09385604941774,3.7829103651635,6.17606515805806,3.93766741144854,3.28870254172929,3.59353533103952,3.61945122966688,6.5228962652263,6.27216514868827,3.93663346436451,3.98205899129834,5.29952891854921,3.70191356996534,3.56426333723296,6.50683175516905,3.69644900870509,9.66161829935463,3.93395157711217,8.93947963155414,3.66667545205448,9.05575026383988,5.20579690483,3.46236103392341,6.06951148432693,6.64700618758079,10.3322683359717,4.28520809055581,5.290798392761,3.65824284830467,3.65119951769329,5.5259502548066,6.78014987315177,4.3218156368952,3.65021858222843,3.70186821264361,7.8963767058409,5.94964604347701,3.66641941455973,4.60706562985197,5.91997882342879,8.90315782444625,4.53248864614849,3.4727945136906,3.4701990632328,7.71942157908292,10.5690785665684,3.77291189730462,10.7431735106923,7.40761865601989,5.49453370521817,3.70296290502829,4.22163928581826,7.65244746547176,7.23762923056769,3.68247164886605,5.97395470853414,9.57186823122453,3.84834646288451,3.54672826915772,4.73075809131819,6.33870241074745,3.92962687168436,5.26838380220531,7.90042158658693,3.6848372136981,3.54165569586269,10.1922016675935,3.90538654601477,3.35879281127557,4.55264407076169,3.48736134351779,3.97751637541422
"39318_at",9.55963034061279,10.8695996461888,7.16875623730748,10.3045462775989,6.96484854780332,11.913918303987,6.820188093974,6.40800444490156,9.51977231616907,10.6605784198064,10.3781601529845,10.5575731032139,7.41332219484657,12.3212357149485,10.9006740226562,10.4782422289151,8.39974406240004,5.51204156872852,9.39313990942043,7.37284129503915,5.91889134361407,9.37908299381755,7.00552398647211,11.0424578096954,6.73207442907288,9.15255345801145,7.47588903727622,6.69902901642011,6.96994461999597,6.16099911601298,9.34420046986747,8.0358454286301,9.45388814158681,10.433956148694,9.26599735173624,7.04118958917508,9.31258645284171,10.3563185202113,7.85700893469131,8.33681020841016,7.45491381692538,6.33139854288835,10.115864647622,11.7395813074802,11.120631714163,12.7382764164392,10.1463070068584,10.4978822449251,13.1637272635803,11.9294776983856,10.2269337859293,7.79174685166316,11.6829391363655,6.20506483838971,8.64894235572108,9.21426012091227,9.86061840333275,11.0304053424875,8.87684236032674,10.9517601785972,11.3945008442737,11.991325034444,6.36853611417039,9.51578252812208,10.7518398191558,10.7325413665954,5.7299337149689,9.93175359252402,9.49875603096594,9.8184129162152,10.4849204311505,11.6642939730442,5.84532376017284,10.5054758913623,9.30726943767034,7.82085114737836,8.71970699370757,8.72500276660399
"33412_at",7.14791675077253,6.09346147741233,11.3402880260125,5.39764303951294,6.65879450672241,7.21337614921588,8.01432064981767,6.68193973169907,6.80584381354795,6.96208278489391,5.85887355386392,5.63646587153348,7.38089290996711,6.88011157891209,5.03427083874279,5.63044275565625,7.47118239834105,8.38889777378969,5.7299740112751,8.24260399025519,7.55886920781726,5.0315801330688,9.85832315417511,5.73640641386713,11.0064418157652,9.79501848677307,10.8796875188045,10.0500456578445,8.8680818086912,6.71644605566636,8.64654983409976,10.9023041187302,5.61514626082088,6.35065597591851,5.31978299402426,9.53380889673551,8.83010848274278,5.55613775693546,8.17717151640269,5.90341627418442,9.21502535123538,10.8853610338165,8.70723638970632,5.65680694902003,4.17521595986916,6.03052421582657,5.75329261477957,5.56940764173502,9.32573158752625,4.68899954778608,6.12234444577918,8.59377313542577,5.03593979949899,8.28619197780489,8.98283401431464,5.23026889019815,7.75776489228693,5.40506097402234,4.98702372684229,4.42454505168486,5.8186783419889,6.7370636175563,10.63488520169,8.42142786427963,4.73386014454793,5.34298496871329,6.11239559986461,5.54201125204922,4.73213793732715,8.55723106805761,5.85554117716016,6.80409154110085,10.438234018077,6.18230626984721,6.93622477860923,5.3112672258949,5.25855081551886,5.2466685118694
